candidateId,candidateType,candidateTypeName,candidateCatalogName,candidateX,candidateY,candidateSurveyConfidence,currentClassification,previewStoredClassification,nearestSameTypeId,nearestSameTypeName,nearestSameTypeType,nearestSameTypeDistance,nearestSameTypeStatus,nearestSameTypeConfidence,nearestAnyTypeId,nearestAnyTypeName,nearestAnyTypeType,nearestAnyTypeDistance,nearestAnyTypeStatus,nearestAnyTypeConfidence,nearbyDifferentHerb,anyTypeWithin150NoSameTypeWithin300,candidateTypeKnownInCatalog,possibleDigitMisclassification,possibleExistingMarkerTypeIssue
wildflower-candidate-011,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,7887.744342182334,4537.444669751996,medium,New Survey Target,New Survey Target,5e6fc983-1adf-488b-8bf7-101070137bfc,Wild Rhubarb,wild-rhubarb,4547.944312699345,verified,approximate,b0ed4d15-95cf-429e-9f51-2e7335fe5783,Evergreen Huckleberry,evergreen-huckleberry,600.2250805316006,unverified,guess,False,False,True,False,False
wildflower-candidate-012,creek-plum,Creek Plum,Creek Plum,4442.017436193618,4441.391101401918,medium,New Survey Target,New Survey Target,,,,,,,d20dfd1d-4790-4e45-b076-dbe4fa76e8a3,Bitterweed,bitterweed,327.7413024918898,verified,exact,False,False,True,False,False
wildflower-candidate-013,bitterweed,Bitterweed,Bitterweed,4642.1739556898265,4396.611146716978,medium,New Survey Target,New Survey Target,d20dfd1d-4790-4e45-b076-dbe4fa76e8a3,Bitterweed,bitterweed,506.0523947939232,verified,exact,8a2d23e6-5583-40d6-95de-ef130c198741,Chocolate Daisy,chocolate-daisy,333.6409095670316,verified,exact,False,False,True,False,False
wildflower-candidate-014,bitterweed,Bitterweed,Bitterweed,7648.742212738316,4394.413856805839,medium,New Survey Target,New Survey Target,d20dfd1d-4790-4e45-b076-dbe4fa76e8a3,Bitterweed,bitterweed,3429.763990891427,verified,exact,e3b994e6-6922-4d4a-8040-89ded0f80e53,Evergreen Huckleberry,evergreen-huckleberry,425.3311394593173,unverified,guess,False,False,True,False,False
wildflower-candidate-015,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,5314.137837573504,4294.974613896013,medium,New Survey Target,New Survey Target,5e6fc983-1adf-488b-8bf7-101070137bfc,Wild Rhubarb,wild-rhubarb,2457.9629418579093,verified,approximate,3fd99e86-b5d9-46fe-908e-f023165dfaf7,Chocolate Daisy,chocolate-daisy,70.25504493459181,verified,exact,True,True,True,True,True
wildflower-candidate-016,bitterweed,Bitterweed,Bitterweed,4868.8401071235985,4139.567520162809,medium,New Survey Target,New Survey Target,d20dfd1d-4790-4e45-b076-dbe4fa76e8a3,Bitterweed,bitterweed,843.7137143486166,verified,exact,7561d918-8201-43dc-ae7f-6e17ab91a4f6,Creeping Thyme,creeping-thyme,377.66562661677466,verified,exact,False,False,True,False,False
wildflower-candidate-017,cardinal-flower,Cardinal Flower,Cardinal Flower,7581.27591262182,4080.0334320259617,medium,New Survey Target,New Survey Target,,,,,,,e3b994e6-6922-4d4a-8040-89ded0f80e53,Evergreen Huckleberry,evergreen-huckleberry,110.62283591438649,unverified,guess,True,True,True,True,True
wildflower-candidate-018,cardinal-flower,Cardinal Flower,Cardinal Flower,7370.8771288492235,3977.8436856616786,medium,New Survey Target,New Survey Target,,,,,,,fbda7348-6658-4afa-b345-6b0a7026a002,Vanilla Flower,vanilla-flower,60.2257328771154,unverified,exact,True,True,True,True,True
wildflower-candidate-019,blood-flower,Blood Flower,Blood Flower,7669.071466744139,3920.87825763866,medium,New Survey Target,New Survey Target,e52bfdc0-62da-4fd0-86f1-5a21c6201563,Blood Flower,blood-flower,672.0960860699306,unverified,exact,c59f04b0-53cb-41e2-9873-e19b4b5ed9bc,Evergreen Huckleberry,evergreen-huckleberry,38.13054380280954,unverified,exact,True,True,True,True,True
wildflower-candidate-020,agarita,Agarita,Agarita,5612.257015980266,3866.5186267497393,medium,New Survey Target,New Survey Target,,,,,,,209f9a57-31da-4f85-bd9f-44f4198510e1,Chocolate Daisy,chocolate-daisy,13.008186018134362,unverified,exact,True,True,True,True,True
wildflower-candidate-021,blood-flower,Blood Flower,Blood Flower,6427.206240940282,3813.9595010504145,medium,New Survey Target,New Survey Target,e52bfdc0-62da-4fd0-86f1-5a21c6201563,Blood Flower,blood-flower,723.9323017259701,unverified,exact,c4ba2fb1-63a9-41d1-a76f-502a3b3a6891,Hummingbird Sage,hummingbird-sage,22.609295759632886,verified,exact,True,True,True,True,True
wildflower-candidate-022,creek-plum,Creek Plum,Creek Plum,6809.164805965195,3863.186736840036,medium,New Survey Target,New Survey Target,,,,,,,690689d9-4adf-456c-8746-29b7c5fdded0,Creeping Thyme,creeping-thyme,210.02067514117346,verified,exact,False,False,True,False,False
wildflower-candidate-023,wisteria,Wisteria,Wisteria,4080.375736247909,3857.393558897329,medium,Already Covered,Already Covered,4f77bafa-4a8a-48aa-817a-c688fab53ccb,Wisteria,wisteria,12.076489513798807,verified,exact,4f77bafa-4a8a-48aa-817a-c688fab53ccb,Wisteria,wisteria,12.076489513798807,verified,exact,False,False,True,False,False
wildflower-candidate-024,cardinal-flower,Cardinal Flower,Cardinal Flower,7524.039487855092,3851.388000747518,medium,New Survey Target,New Survey Target,,,,,,,6de8d6c4-cef6-4bf8-895f-3285f3ab6a43,Vanilla Flower,vanilla-flower,57.39607763882061,unverified,exact,True,True,True,True,True
wildflower-candidate-025,cardinal-flower,Cardinal Flower,Cardinal Flower,7740.5294492877765,3773.9597800656697,medium,New Survey Target,New Survey Target,,,,,,,92234f9f-a45a-479e-9e53-9df37c84c7b7,Vanilla Flower,vanilla-flower,34.340245835289444,unverified,exact,True,True,True,True,True
wildflower-candidate-026,cardinal-flower,Cardinal Flower,Cardinal Flower,7372.865123742603,3708.412253038312,medium,New Survey Target,New Survey Target,,,,,,,3948fcb6-612a-4198-8393-b782754047bd,Milkweed,milkweed,83.14076824054158,unverified,exact,True,True,True,True,True
wildflower-candidate-027,chocolate-daisy,Chocolate Daisy,Chocolate Daisy,6502.746758039597,3654.796643141678,medium,Possible Match,Possible Match,508860bb-505f-4211-a650-042fa94e73f4,Chocolate Daisy,chocolate-daisy,138.00608685238836,verified,exact,b15cb9b5-96c0-459c-9750-6c8972775540,Evergreen Huckleberry,evergreen-huckleberry,25.8810524722083,verified,exact,True,False,True,False,False
wildflower-candidate-028,blood-flower,Blood Flower,Blood Flower,7693.5262035845835,3647.378597634738,medium,New Survey Target,New Survey Target,e52bfdc0-62da-4fd0-86f1-5a21c6201563,Blood Flower,blood-flower,596.413812401485,unverified,exact,dcff1b43-cd47-4022-a0b0-f07e377529df,Milkweed,milkweed,71.61100788919298,unverified,exact,True,True,True,True,True
wildflower-candidate-029,cardinal-flower,Cardinal Flower,Cardinal Flower,7564.848314843043,3647.2979206596706,medium,New Survey Target,New Survey Target,,,,,,,03b0dd40-5b7c-413f-b017-ebd8a65408de,Vanilla Flower,vanilla-flower,90.13800195589623,unverified,exact,True,True,True,True,True
wildflower-candidate-030,blood-flower,Blood Flower,Blood Flower,7213.538079445376,3651.1599735483874,medium,Possible Match,Possible Match,e52bfdc0-62da-4fd0-86f1-5a21c6201563,Blood Flower,blood-flower,144.44615421399934,unverified,exact,5a42a3ee-2d35-4d4b-82c5-895e296c744d,Evergreen Huckleberry,evergreen-huckleberry,76.96964500230082,unverified,exact,True,False,True,False,False
wildflower-candidate-031,chocolate-daisy,Chocolate Daisy,Chocolate Daisy,6382.2306346956475,3613.897950149041,medium,Possible Match,Possible Match,dded7605-6fa8-46c3-bec0-9143e42a2a4f,Chocolate Daisy,chocolate-daisy,147.28517433318206,verified,exact,ea0012b8-e955-4555-bff8-10e603bde34f,Burdock Root,burdock-root,107.71801039867746,verified,exact,True,False,True,False,False
wildflower-candidate-032,creek-plum,Creek Plum,Creek Plum,4343.7987394662805,3559.549844542273,medium,New Survey Target,New Survey Target,,,,,,,64143c7f-e9c6-452f-bee5-0f9c3b4e1d03,Creeping Thyme,creeping-thyme,115.65289638939731,verified,exact,True,True,True,True,True
wildflower-candidate-033,blood-flower,Blood Flower,Blood Flower,7023.56683516311,3561.229974562721,medium,Already Covered,Already Covered,e52bfdc0-62da-4fd0-86f1-5a21c6201563,Blood Flower,blood-flower,80.54431507238452,unverified,exact,e52bfdc0-62da-4fd0-86f1-5a21c6201563,Blood Flower,blood-flower,80.54431507238452,unverified,exact,False,False,True,False,False
wildflower-candidate-034,chocolate-daisy,Chocolate Daisy,Chocolate Daisy,6498.623752990299,3467.007645487979,medium,Already Covered,Already Covered,dded7605-6fa8-46c3-bec0-9143e42a2a4f,Chocolate Daisy,chocolate-daisy,40.61778011782311,verified,exact,dded7605-6fa8-46c3-bec0-9143e42a2a4f,Chocolate Daisy,chocolate-daisy,40.61778011782311,verified,exact,False,False,True,False,False
wildflower-candidate-035,wisteria,Wisteria,Wisteria,4366.233270204138,3396.271377537466,medium,Already Covered,Already Covered,cf132cb6-97b6-4fb2-90a3-8c48742c9a90,Wisteria,wisteria,12.769613754863583,verified,exact,cf132cb6-97b6-4fb2-90a3-8c48742c9a90,Wisteria,wisteria,12.769613754863583,verified,exact,False,False,True,False,False
wildflower-candidate-036,chocolate-daisy,Chocolate Daisy,Chocolate Daisy,6345.407708635749,3328.1129310283864,medium,Already Covered,Already Covered,c95be721-9047-439d-8a0c-715c2e0ded2f,Chocolate Daisy,chocolate-daisy,4.410396063045895,verified,exact,c95be721-9047-439d-8a0c-715c2e0ded2f,Chocolate Daisy,chocolate-daisy,4.410396063045895,verified,exact,False,False,True,False,False
wildflower-candidate-037,blood-flower,Blood Flower,Blood Flower,7601.546525708315,3316.6535504659137,medium,New Survey Target,New Survey Target,e52bfdc0-62da-4fd0-86f1-5a21c6201563,Blood Flower,blood-flower,552.5567491652384,unverified,exact,074b7f27-2bed-4228-9087-fb556cdc420f,Cardinal Flower,alaskan-ginseng,234.37509676774346,verified,exact,False,False,True,False,False
wildflower-candidate-038,cardinal-flower,Cardinal Flower,Cardinal Flower,7711.831121845613,3263.652622284078,medium,New Survey Target,New Survey Target,,,,,,,bd4adddd-dc35-4fba-bb1b-4e5d9599a05e,Vanilla Flower,vanilla-flower,288.7816383611313,unverified,exact,False,False,True,False,False
wildflower-candidate-039,creek-plum,Creek Plum,Creek Plum,6439.324999770482,3140.3854015461675,medium,New Survey Target,New Survey Target,,,,,,,72ca3683-3ab4-4faf-9053-667b7b3a673b,Chanterelles,chanterelles,21.764351638710593,unverified,exact,True,True,True,True,True
wildflower-candidate-040,texas-bluebonnet,Texas Bluebonnet,Texas Bluebonnet,5285.300754153212,3098.838731579181,medium,Already Covered,Already Covered,5384c068-5f9d-4cb3-bcd4-fb1f28c2de3d,Texas Bluebonnet,texas-bluebonnet,26.314124338264364,verified,exact,9895d9c2-0166-4aed-821d-1a5a1196ae78,American Ginseng,american-ginseng,15.410840712865905,verified,exact,False,False,True,False,False
wildflower-candidate-041,agarita,Agarita,Agarita,6539.37889462957,2997.567166026378,medium,New Survey Target,New Survey Target,,,,,,,72ca3683-3ab4-4faf-9053-667b7b3a673b,Chanterelles,chanterelles,170.49279469609192,unverified,exact,False,False,True,False,False
wildflower-candidate-042,texas-bluebonnet,Texas Bluebonnet,Texas Bluebonnet,5238.307710151211,3029.255358823077,medium,Already Covered,Already Covered,33c448dd-3430-49d9-b140-de4cd81cca06,Texas Bluebonnet,texas-bluebonnet,33.84127526167965,verified,exact,707ab498-6722-4b20-9dbf-6f71f830de65,Raspberry,raspberry,31.450000719763118,verified,exact,False,False,True,False,False
wildflower-candidate-043,creek-plum,Creek Plum,Creek Plum,6902.938385551152,2965.1365998034616,medium,New Survey Target,New Survey Target,,,,,,,3f77bf85-8570-4cf7-9ff9-c89e22bb2abe,Raspberry,raspberry,472.35343219663326,verified,exact,False,False,True,False,False
wildflower-candidate-044,blood-flower,Blood Flower,Blood Flower,7487.091020672126,2945.091278475933,medium,New Survey Target,New Survey Target,e52bfdc0-62da-4fd0-86f1-5a21c6201563,Blood Flower,blood-flower,721.9356021120095,unverified,exact,749bf0c7-ae0e-4162-9a8d-0405149f5ecd,Vanilla Flower,vanilla-flower,518.3741757256591,unverified,exact,False,False,True,False,False
wildflower-candidate-045,wisteria,Wisteria,Wisteria,3896.3428728641015,2832.6175331094637,medium,Already Covered,Already Covered,03397457-8579-4c40-8b2e-63ba5ba6ea6c,Wisteria,wisteria,107.50185208814301,verified,exact,a11bb51a-7886-46fd-a3aa-980338f4a770,Creeping Thyme,creeping-thyme,100.44954081521495,verified,exact,False,False,True,False,False
wildflower-candidate-046,agarita,Agarita,Agarita,6516.878289616413,2834.2605261096433,medium,New Survey Target,New Survey Target,,,,,,,72ca3683-3ab4-4faf-9053-667b7b3a673b,Chanterelles,chanterelles,303.95819257440354,unverified,exact,False,False,True,False,False
wildflower-candidate-047,blood-flower,Blood Flower,Blood Flower,7615.742479703547,2814.5379126823827,medium,New Survey Target,New Survey Target,e52bfdc0-62da-4fd0-86f1-5a21c6201563,Blood Flower,blood-flower,901.737387844803,unverified,exact,749bf0c7-ae0e-4162-9a8d-0405149f5ecd,Vanilla Flower,vanilla-flower,689.0245622804197,unverified,exact,False,False,True,False,False
wildflower-candidate-048,texas-bluebonnet,Texas Bluebonnet,Texas Bluebonnet,4888.986005015467,2759.7582492883503,medium,Already Covered,Already Covered,ed8abe25-aef6-4fac-bac2-1d763eaefb54,Texas Bluebonnet,texas-bluebonnet,121.04576153836646,verified,approximate,c89ca44f-4187-411d-bf63-2b89e53ebc07,Oregano,oregano,61.68572876461362,verified,exact,False,False,True,False,False
wildflower-candidate-049,texas-bluebonnet,Texas Bluebonnet,Texas Bluebonnet,5060.552393695314,2739.4542494058433,medium,Already Covered,Already Covered,5df14069-ce15-4084-8191-9dc1a8bdb0a4,Texas Bluebonnet,texas-bluebonnet,3.4981391842508573,verified,exact,5df14069-ce15-4084-8191-9dc1a8bdb0a4,Texas Bluebonnet,texas-bluebonnet,3.4981391842508573,verified,exact,False,False,True,False,False
wildflower-candidate-050,texas-bluebonnet,Texas Bluebonnet,Texas Bluebonnet,4664.29876326222,2702.4649910174394,medium,Already Covered,Already Covered,68646eb8-55d0-40ac-b49d-43bd069bf3e2,Texas Bluebonnet,texas-bluebonnet,73.93280394432828,verified,approximate,68646eb8-55d0-40ac-b49d-43bd069bf3e2,Texas Bluebonnet,texas-bluebonnet,73.93280394432828,verified,approximate,False,False,True,False,False
wildflower-candidate-051,wisteria,Wisteria,Wisteria,4031.118546693259,2685.738753730554,medium,Already Covered,Already Covered,03397457-8579-4c40-8b2e-63ba5ba6ea6c,Wisteria,wisteria,96.16563661835069,verified,exact,03397457-8579-4c40-8b2e-63ba5ba6ea6c,Wisteria,wisteria,96.16563661835069,verified,exact,False,False,True,False,False
wildflower-candidate-052,cardinal-flower,Cardinal Flower,Cardinal Flower,7284.831702229208,2691.8610425080597,medium,New Survey Target,New Survey Target,,,,,,,806ec1f1-3df0-4689-9b02-171264664fae,Vanilla Flower,vanilla-flower,738.7328937539337,verified,exact,False,False,True,False,False
wildflower-candidate-053,agarita,Agarita,Agarita,6582.198016578813,2634.2681269011846,medium,New Survey Target,New Survey Target,,,,,,,72ca3683-3ab4-4faf-9053-667b7b3a673b,Chanterelles,chanterelles,514.3428078093315,unverified,exact,False,False,True,False,False
wildflower-candidate-054,cardinal-flower,Cardinal Flower,Cardinal Flower,7491.109958737829,2618.5087327282017,medium,New Survey Target,New Survey Target,,,,,,,749bf0c7-ae0e-4162-9a8d-0405149f5ecd,Vanilla Flower,vanilla-flower,833.9522778799078,unverified,exact,False,False,True,False,False
wildflower-candidate-055,wisteria,Wisteria,Wisteria,4153.648268712266,2583.7577430319216,medium,Possible Match,Possible Match,03397457-8579-4c40-8b2e-63ba5ba6ea6c,Wisteria,wisteria,251.86410101703933,verified,exact,41c273e5-1a55-403c-ab93-55824fe65e0c,Bay Bolete,bay-bolete,187.63184197737297,verified,exact,False,False,True,False,False
wildflower-candidate-056,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,3295.784940032264,2530.1498166567235,medium,Possible Match,Possible Match,e6af6c00-51a5-4afa-b2ad-1b6d4fc511c2,Wild Rhubarb,wild-rhubarb,297.7582012422252,verified,approximate,e6af6c00-51a5-4afa-b2ad-1b6d4fc511c2,Wild Rhubarb,wild-rhubarb,297.7582012422252,verified,approximate,False,False,True,False,False
wildflower-candidate-057,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,2589.048071615161,2382.743435472612,medium,Possible Match,Possible Match,987f93b7-1ce6-4e36-aa49-ccd3223c8ed7,Wild Rhubarb,wild-rhubarb,273.9312468597267,verified,approximate,987f93b7-1ce6-4e36-aa49-ccd3223c8ed7,Wild Rhubarb,wild-rhubarb,273.9312468597267,verified,approximate,False,False,True,False,False
wildflower-candidate-058,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,2717.717701072288,2342.000974082487,medium,Possible Match,Possible Match,987f93b7-1ce6-4e36-aa49-ccd3223c8ed7,Wild Rhubarb,wild-rhubarb,194.0376234644785,verified,approximate,987f93b7-1ce6-4e36-aa49-ccd3223c8ed7,Wild Rhubarb,wild-rhubarb,194.0376234644785,verified,approximate,False,False,True,False,False
wildflower-candidate-059,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,1802.6716329742403,2325.0980158025986,medium,Possible Match,Possible Match,e5d67102-6bd3-4f77-9956-08c973e029a2,Wild Rhubarb,wild-rhubarb,241.29097989912148,verified,approximate,e5d67102-6bd3-4f77-9956-08c973e029a2,Wild Rhubarb,wild-rhubarb,241.29097989912148,verified,approximate,False,False,True,False,False
wildflower-candidate-060,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,3602.0964431889424,2211.921425444093,medium,Already Covered,Already Covered,44110eb3-343f-4f46-8a49-d37fb78dc1b9,Wild Rhubarb,wild-rhubarb,1.5638733988728828,verified,approximate,44110eb3-343f-4f46-8a49-d37fb78dc1b9,Wild Rhubarb,wild-rhubarb,1.5638733988728828,verified,approximate,False,False,True,False,False
wildflower-candidate-061,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,4194.41910299192,2191.8812264641874,medium,Possible Match,Possible Match,5e6fc983-1adf-488b-8bf7-101070137bfc,Wild Rhubarb,wild-rhubarb,238.95105492413788,verified,approximate,5e6fc983-1adf-488b-8bf7-101070137bfc,Wild Rhubarb,wild-rhubarb,238.95105492413788,verified,approximate,False,False,True,False,False
wildflower-candidate-062,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,3902.3250279699455,2114.134139642788,medium,Possible Match,Possible Match,5e6fc983-1adf-488b-8bf7-101070137bfc,Wild Rhubarb,wild-rhubarb,141.59506456205375,verified,approximate,59694e1b-d266-4a7a-be55-e51e4468f333,English Mace,english-mace,109.35018379194985,verified,exact,True,False,True,False,False
wildflower-candidate-063,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,2719.712303393197,2105.228052151274,medium,Already Covered,Already Covered,94080f9b-e315-4440-babe-949bd11dd685,Wild Rhubarb,wild-rhubarb,14.52616249180533,verified,approximate,94080f9b-e315-4440-babe-949bd11dd685,Wild Rhubarb,wild-rhubarb,14.52616249180533,verified,approximate,False,False,True,False,False
wildflower-candidate-064,bitterweed,Bitterweed,Bitterweed,1845.5180105620443,2096.5153332825403,medium,New Survey Target,New Survey Target,d20dfd1d-4790-4e45-b076-dbe4fa76e8a3,Bitterweed,bitterweed,3526.617204972865,verified,exact,e5d67102-6bd3-4f77-9956-08c973e029a2,Wild Rhubarb,wild-rhubarb,11.729603188637238,verified,approximate,True,True,True,True,True
wildflower-candidate-065,bitterweed,Bitterweed,Bitterweed,1984.3985190147926,2047.614647153906,medium,New Survey Target,New Survey Target,d20dfd1d-4790-4e45-b076-dbe4fa76e8a3,Bitterweed,bitterweed,3471.2787387905846,verified,exact,e5d67102-6bd3-4f77-9956-08c973e029a2,Wild Rhubarb,wild-rhubarb,150.28559613895214,verified,approximate,False,False,True,False,False
wildflower-candidate-066,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,4372.075017474972,1983.7946318625118,medium,New Survey Target,New Survey Target,5e6fc983-1adf-488b-8bf7-101070137bfc,Wild Rhubarb,wild-rhubarb,485.9733458363115,verified,approximate,174d1fa5-22c1-4853-8bef-9d22d8abb1b0,English Mace,english-mace,404.7407921840782,verified,exact,False,False,True,False,False
wildflower-candidate-067,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,2640.0231774629056,1950.0501834742145,medium,Possible Match,Possible Match,94080f9b-e315-4440-babe-949bd11dd685,Wild Rhubarb,wild-rhubarb,171.29420464158605,verified,approximate,94080f9b-e315-4440-babe-949bd11dd685,Wild Rhubarb,wild-rhubarb,171.29420464158605,verified,approximate,False,False,True,False,False
wildflower-candidate-068,wild-rhubarb,Wild Rhubarb,Wild Rhubarb,1945.5586905660723,1888.380076378442,medium,Already Covered,Already Covered,a4a03a4e-7424-41bc-b4c5-917469b626c2,Wild Rhubarb,wild-rhubarb,67.19191285277925,verified,approximate,a4a03a4e-7424-41bc-b4c5-917469b626c2,Wild Rhubarb,wild-rhubarb,67.19191285277925,verified,approximate,False,False,True,False,False
wildflower-candidate-069,bitterweed,Bitterweed,Bitterweed,3581.162463565543,1817.8571687294655,medium,New Survey Target,New Survey Target,d20dfd1d-4790-4e45-b076-dbe4fa76e8a3,Bitterweed,bitterweed,2947.886666586492,verified,exact,285fe123-334d-4a0b-9e87-16ed5429835d,Wild Rhubarb,wild-rhubarb,22.228099915930592,verified,approximate,True,True,True,True,True
wildflower-candidate-070,texas-bluebonnet,Texas Bluebonnet,Texas Bluebonnet,1351.1563578127386,1724.7148721280746,medium,Already Covered,Already Covered,06767974-0192-419a-b7be-fe014f3d7ce8,Texas Blue Bonnet,texas-bluebonnet,14.739036396105206,verified,approximate,06767974-0192-419a-b7be-fe014f3d7ce8,Texas Blue Bonnet,texas-bluebonnet,14.739036396105206,verified,approximate,False,False,True,False,False
wildflower-candidate-071,texas-bluebonnet,Texas Bluebonnet,Texas Bluebonnet,2294.766127017029,1586.5078328369127,medium,Possible Match,Possible Match,ea019f47-bdd8-42e9-9d30-36c3fdc79506,Texas Bluebonnet,texas-bluebonnet,239.9950939157138,verified,approximate,55d4701f-f623-438d-b56a-7368a782f693,Parasol Mushroom,parasol-mushroom,13.24361311423971,verified,exact,True,False,True,False,False
wildflower-candidate-072,texas-bluebonnet,Texas Bluebonnet,Texas Bluebonnet,991.6298457403593,1499.9622278240886,medium,Possible Match,Possible Match,c80b373d-e8bb-414c-b9c8-b8e33d37799f,Texas Blue Bonnet,texas-bluebonnet,189.99568435421315,verified,approximate,c80b373d-e8bb-414c-b9c8-b8e33d37799f,Texas Blue Bonnet,texas-bluebonnet,189.99568435421315,verified,approximate,False,False,True,False,False
wildflower-candidate-073,texas-bluebonnet,Texas Bluebonnet,Texas Bluebonnet,1334.747756388111,1385.872579001728,medium,Possible Match,Possible Match,c80b373d-e8bb-414c-b9c8-b8e33d37799f,Texas Blue Bonnet,texas-bluebonnet,264.53160220316425,verified,approximate,8bb8bfe2-cc6d-4137-b13e-f313144a1eab,Parasol Mushroom,parasol-mushroom,152.3617519854567,verified,exact,False,False,True,False,False
wildflower-candidate-074,agarita,Agarita,Agarita,958.9134061609348,1320.3199296267476,medium,New Survey Target,New Survey Target,,,,,,,8bb8bfe2-cc6d-4137-b13e-f313144a1eab,Parasol Mushroom,parasol-mushroom,310.6913197197022,verified,exact,False,False,True,False,False
